# Binance official API catalog snapshot
# baseline_date: 2026-08-10
# source_catalog: https://developers.binance.com/en/docs/llms.txt
# source_detail: https://developers.binance.com/en/docs/llms-full.txt
# source_catalog_sha256: 44fa6608f682b03358e5b7f53d25e791f5eea4d790bff91db86b95151116fc8e
# source_detail_sha256: 2edabba856125f393ea3e5b7f53d25e791f5eea4d790bff91db86b95151116fc8e
# exposure: local public-surface classification; see README.md
# columns: official_product	interface	method	path_or_message	operation_id	authentication	risk	lifecycle	exposure
KYC SaaS REST	Http	POST	/bapi/ekyc/v2/public/ekyc/customer/unlink-kyc-data	unlinkUserKycData	Public	Read	documented_active	platform_limited
Link and Trade REST	Http	POST	/v1/api-key/create	createApiKeyForUser	Public	Read	documented_active	platform_limited
Link and Trade REST	Http	GET	/v1/api-key/user-status	getUserStatus	Public	Read	documented_active	platform_limited
Link and Trade REST	Http	GET	/papi/v1/apiReferral/userCustomization	getUserCustomizeId	Public	Read	documented_active	platform_limited
Link and Trade REST	Http	POST	/papi/v1/apiReferral/userCustomization	customizeIdForPapiClient	USER_DATA	Read	documented_active	platform_limited
Link and Trade REST	Http	GET	/fapi/v1/apiReferral/userCustomization	getUsersCustomizeId	USER_DATA	Read	documented_active	platform_limited
Link and Trade REST	Http	POST	/fapi/v1/apiReferral/userCustomization	customizeIdForFuturesClient	USER_DATA	Read	documented_active	platform_limited
Link and Trade REST	Http	GET	/fapi/v1/apiReferral/customization	getFuturesClientEmailCustomizedId	USER_DATA	Read	documented_active	platform_limited
Link and Trade REST	Http	POST	/fapi/v1/apiReferral/customization	partnerCustomizeIdForFuturesClient	USER_DATA	Read	documented_active	platform_limited
Link and Trade REST	Http	GET	/fapi/v1/income	getIncomeHistory	USER_DATA	Read	documented_active	platform_limited
Link and Trade REST	Http	GET	/fapi/v1/apiReferral/overview	getRebateDataOverview	USER_DATA	Read	documented_active	platform_limited
Link and Trade REST	Http	GET	/fapi/v1/apiReferral/rebateVol	getRebateVolume	USER_DATA	Read	documented_active	platform_limited
Link and Trade REST	Http	GET	/fapi/v1/apiReferral/traderSummary	getTraderDetail	USER_DATA	Read	documented_active	platform_limited
Link and Trade REST	Http	GET	/fapi/v1/apiReferral/traderNum	getTraderNumber	USER_DATA	Read	documented_active	platform_limited
Link and Trade REST	Http	GET	/fapi/v1/apiReferral/tradeVol	getUserTradeVolume	USER_DATA	Read	documented_active	platform_limited
Link and Trade REST	Http	GET	/papi/v1/apiReferral/ifNewUser	queryPapiClientNewUserStatus	USER_DATA	Read	documented_active	platform_limited
Link and Trade REST	Http	GET	/fapi/v1/apiReferral/ifNewUser	queryFuturesClientNewUserStatus	USER_DATA	Read	documented_active	platform_limited
Link and Trade REST	Http	GET	/sapi/v1/apiReferral/userCustomization	getUserSCustomizeId	USER_DATA	Read	documented_active	platform_limited
Link and Trade REST	Http	POST	/sapi/v1/apiReferral/userCustomization	customizeIdForSpotClient	USER_DATA	Read	documented_active	platform_limited
Link and Trade REST	Http	GET	/sapi/v1/apiReferral/customization	getClientEmailCustomizedId	USER_DATA	Read	documented_active	platform_limited
Link and Trade REST	Http	POST	/sapi/v1/apiReferral/customization	partnerCustomizeIdForClient	USER_DATA	Read	documented_active	platform_limited
Link and Trade REST	Http	GET	/sapi/v1/apiReferral/ifNewUser	queryClientIfTheNewUser	USER_DATA	Read	documented_active	platform_limited
Link and Trade REST	Http	GET	/sapi/v1/apiReferral/kickback/recentRecord	queryRebateRecentRecord	Public	Read	documented_active	platform_limited
Link and Trade REST	Http	GET	/sapi/v1/apiReferral/rebate/recentRecord	queryPartnerRebateRecentRecord	Public	Read	documented_active	platform_limited
Link Plus REST	Http	POST	/sapi/v1/vip/link-plus/subgroups/{groupId}/accounts	addAccountsToSubGroups	Public	Read	documented_active	platform_limited
Link Plus REST	Http	POST	/sapi/v1/vip/link-plus/subgroups	createNewSubGroups	Public	Read	documented_active	platform_limited
Link Plus REST	Http	GET	/sapi/v1/vip/link-plus/overview	queryLinkPlusOverview	Public	Read	documented_active	platform_limited
Link Plus REST	Http	GET	/sapi/v1/vip/liquidity-programs/subgroups/overview	queryLiquidityProgramOverviewForSubGroups	Public	Read	documented_active	platform_limited
Link Plus REST	Http	GET	/sapi/v1/vip/liquidity-programs/subgroups/performance	queryLiquidityProgramPerformanceForSubGroups	Public	Read	documented_active	platform_limited
Link Plus REST	Http	GET	/sapi/v1/vip/liquidity-programs/subgroups/weekly-result	queryLiquidityProgramWeeklyResultsForSubGroups	Public	Read	documented_active	platform_limited
Link Plus REST	Http	GET	/sapi/v1/vip/link-plus/subgroups/detail	querySubGroupsDetails	Public	Read	documented_active	platform_limited
Link Plus REST	Http	PUT	/sapi/v1/vip/link-plus/subgroups/{groupId}/name	updateNameOfSubGroups	Public	Read	documented_active	platform_limited
Margin REST	Http	POST	/sapi/v1/margin/max-leverage	adjustCrossMarginMaxLeverage	USER_DATA	Read	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/isolated/account	queryIsolatedMarginAccountInfo	USER_DATA	Read	documented_active	provider_typed
Margin REST	Http	POST	/sapi/v1/margin/isolated/account	enableIsolatedMarginAccount	TRADE	FinancialWrite	documented_active	provider_typed
Margin REST	Http	DELETE	/sapi/v1/margin/isolated/account	disableIsolatedMarginAccount	TRADE	FinancialWrite	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/bnbBurn	getBnbBurnStatus	USER_DATA	Read	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/tradeCoeff	getSummaryOfMarginAccount	USER_DATA	Read	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/capital-flow	queryCrossIsolatedMarginCapitalFlow	USER_DATA	Read	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/account	queryCrossMarginAccountDetails	USER_DATA	Read	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/crossMarginData	queryCrossMarginFeeData	USER_DATA	Read	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/isolated/accountLimit	queryEnabledIsolatedMarginAccountLimit	USER_DATA	Read	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/isolatedMarginData	queryIsolatedMarginFeeData	USER_DATA	Read	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/next-hourly-interest-rate	getFutureHourlyInterestRate	USER_DATA	Read	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/interestHistory	getInterestHistory	USER_DATA	Read	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/borrow-repay	queryBorrowRepayRecordsInMarginAccount	USER_DATA	Read	documented_active	provider_typed
Margin REST	Http	POST	/sapi/v1/margin/borrow-repay	marginAccountBorrowRepay	USER_DATA	Read	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/interestRateHistory	queryMarginInterestRateHistory	USER_DATA	Read	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/maxBorrowable	queryMaxBorrow	USER_DATA	Read	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/crossMarginCollateralRatio	crossMarginCollateralRatio	MARKET_DATA	Read	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/allPairs	getAllCrossMarginPairs	MARKET_DATA	Read	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/isolated/allPairs	getAllIsolatedMarginSymbol	MARKET_DATA	Read	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/allAssets	getAllMarginAssets	MARKET_DATA	Read	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/delist-schedule	getDelistSchedule	MARKET_DATA	Read	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/limit-price-pairs	getLimitPricePairs	MARKET_DATA	Read	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/list-schedule	getListSchedule	MARKET_DATA	Read	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/risk-based-liquidation-ratio	getMarginAssetRiskBasedLiquidationRatio	MARKET_DATA	Read	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/restricted-asset	getMarginRestrictedAssets	MARKET_DATA	Read	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/isolatedMarginTier	queryIsolatedMarginTierData	USER_DATA	Read	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/leverageBracket	queryLiabilityCoinLeverageBracketInCrossMarginProMode	MARKET_DATA	Read	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/available-inventory	queryMarginAvailableInventory	USER_DATA	Read	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/priceIndex	queryMarginPriceindex	MARKET_DATA	Read	documented_active	provider_typed
Margin REST	Http	PUT	/sapi/v1/margin/listen-key	keepaliveUserDataStream	USER_STREAM	AccountWrite	documented_active	provider_typed
Margin REST	Http	POST	/sapi/v1/margin/listen-key	startUserDataStream	USER_STREAM	AccountWrite	documented_active	provider_typed
Margin REST	Http	DELETE	/sapi/v1/margin/listen-key	closeUserDataStream	USER_STREAM	AccountWrite	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/apiKey	querySpecialKey	TRADE	FinancialWrite	documented_active	provider_typed
Margin REST	Http	POST	/sapi/v1/margin/apiKey	createSpecialKey	TRADE	FinancialWrite	documented_active	provider_typed
Margin REST	Http	DELETE	/sapi/v1/margin/apiKey	deleteSpecialKey	TRADE	FinancialWrite	documented_active	provider_typed
Margin REST	Http	PUT	/sapi/v1/margin/apiKey/ip	editIpForSpecialKey	TRADE	FinancialWrite	documented_active	provider_typed
Margin REST	Http	POST	/sapi/v1/margin/exit-special-key-mode	exitSpecialKeyMode	TRADE	FinancialWrite	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/forceLiquidationRec	getForceLiquidationRecord	USER_DATA	Read	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/exchange-small-liability	getSmallLiabilityExchangeCoinList	USER_DATA	Read	documented_active	provider_typed
Margin REST	Http	POST	/sapi/v1/margin/exchange-small-liability	smallLiabilityExchange	MARGIN	FinancialWrite	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/exchange-small-liability-history	getSmallLiabilityExchangeHistory	USER_DATA	Read	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/openOrders	queryMarginAccountsOpenOrders	USER_DATA	Read	documented_active	provider_typed
Margin REST	Http	DELETE	/sapi/v1/margin/openOrders	marginAccountCancelAllOpenOrdersOnASymbol	TRADE	FinancialWrite	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/orderList	queryMarginAccountsOco	USER_DATA	Read	documented_active	provider_typed
Margin REST	Http	DELETE	/sapi/v1/margin/orderList	marginAccountCancelOco	TRADE	FinancialWrite	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/order	queryMarginAccountsOrder	USER_DATA	Read	documented_active	provider_typed
Margin REST	Http	POST	/sapi/v1/margin/order	marginAccountNewOrder	TRADE	FinancialWrite	documented_active	provider_typed
Margin REST	Http	DELETE	/sapi/v1/margin/order	marginAccountCancelOrder	TRADE	FinancialWrite	documented_active	provider_typed
Margin REST	Http	POST	/sapi/v1/margin/order/oco	marginAccountNewOco	TRADE	FinancialWrite	documented_active	provider_typed
Margin REST	Http	POST	/sapi/v1/margin/order/oto	marginAccountNewOto	TRADE	FinancialWrite	documented_active	provider_typed
Margin REST	Http	POST	/sapi/v1/margin/order/otoco	marginAccountNewOtoco	TRADE	FinancialWrite	documented_active	provider_typed
Margin REST	Http	POST	/sapi/v1/margin/manual-liquidation	marginManualLiquidation	TRADE	FinancialWrite	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/rateLimit/order	queryCurrentMarginOrderCountUsage	TRADE	FinancialWrite	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/allOrderList	queryMarginAccountsAllOco	USER_DATA	Read	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/allOrders	queryMarginAccountsAllOrders	USER_DATA	Read	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/openOrderList	queryMarginAccountsOpenOco	USER_DATA	Read	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/myTrades	queryMarginAccountsTradeList	USER_DATA	Read	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/myPreventedMatches	queryPreventedMatches	USER_DATA	Read	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/api-key-list	querySpecialKeyList	TRADE	FinancialWrite	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/liquidation-loan	queryLiquidationLoan	USER_DATA	Read	documented_active	provider_typed
Margin REST	Http	POST	/sapi/v1/margin/liquidation-loan/repay	liquidationLoanRepay	MARGIN	FinancialWrite	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/liquidation-loan/repay-history	queryLiquidationLoanRepayHistory	USER_DATA	Read	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/transfer	getCrossMarginTransferHistory	USER_DATA	Read	documented_active	provider_typed
Margin REST	Http	GET	/sapi/v1/margin/maxTransferable	queryMaxTransferOutAmount	USER_DATA	Read	documented_active	provider_typed
Mining REST	Http	GET	/sapi/v1/mining/statistics/user/list	accountList	USER_DATA	Read	documented_active	provider_typed
Mining REST	Http	GET	/sapi/v1/mining/pub/algoList	acquiringAlgorithm	MARKET_DATA	Read	documented_active	provider_typed
Mining REST	Http	GET	/sapi/v1/mining/pub/coinList	acquiringCoinname	MARKET_DATA	Read	documented_active	provider_typed
Mining REST	Http	POST	/sapi/v1/mining/hash-transfer/config/cancel	cancelHashrateResaleConfiguration	USER_DATA	Read	documented_active	provider_typed
Mining REST	Http	GET	/sapi/v1/mining/payment/list	earningsList	USER_DATA	Read	documented_active	provider_typed
Mining REST	Http	GET	/sapi/v1/mining/payment/other	extraBonusList	USER_DATA	Read	documented_active	provider_typed
Mining REST	Http	GET	/sapi/v1/mining/hash-transfer/profit/details	hashrateResaleDetail	USER_DATA	Read	documented_active	provider_typed
Mining REST	Http	GET	/sapi/v1/mining/hash-transfer/config/details/list	hashrateResaleList	USER_DATA	Read	documented_active	provider_typed
Mining REST	Http	POST	/sapi/v1/mining/hash-transfer/config	hashrateResaleRequest	USER_DATA	Read	documented_active	provider_typed
Mining REST	Http	GET	/sapi/v1/mining/payment/uid	miningAccountEarning	USER_DATA	Read	documented_active	provider_typed
Mining REST	Http	GET	/sapi/v1/mining/worker/detail	requestForDetailMinerList	USER_DATA	Read	documented_active	provider_typed
Mining REST	Http	GET	/sapi/v1/mining/worker/list	requestForMinerList	USER_DATA	Read	documented_active	provider_typed
Mining REST	Http	GET	/sapi/v1/mining/statistics/user/status	statisticList	USER_DATA	Read	documented_active	provider_typed
Binance Pay REST	Http	GET	/sapi/v1/pay/transactions	getPayTradeHistory	Public	Read	documented_active	provider_typed
Rebate REST	Http	GET	/sapi/v1/rebate/taxQuery	getSpotRebateHistoryRecords	USER_DATA	Read	documented_active	provider_typed
Simple Earn REST	Http	GET	/sapi/v1/bfusd/account	getBfusdAccount	USER_DATA	Read	documented_active	provider_typed
Simple Earn REST	Http	GET	/sapi/v1/bfusd/quota	getBfusdQuotaDetails	USER_DATA	Read	documented_active	provider_typed
Simple Earn REST	Http	GET	/sapi/v1/bfusd/history/rateHistory	getBfusdRateHistory	USER_DATA	Read	documented_active	provider_typed
Simple Earn REST	Http	GET	/sapi/v1/bfusd/history/redemptionHistory	getBfusdRedemptionHistory	USER_DATA	Read	documented_active	provider_typed
Simple Earn REST	Http	GET	/sapi/v1/bfusd/history/rewardsHistory	getBfusdRewardsHistory	USER_DATA	Read	documented_active	provider_typed
Simple Earn REST	Http	GET	/sapi/v1/bfusd/history/subscriptionHistory	getBfusdSubscriptionHistory	USER_DATA	Read	documented_active	provider_typed
Simple Earn REST	Http	POST	/sapi/v1/bfusd/redeem	redeemBfusd	TRADE	FinancialWrite	documented_active	provider_typed
Simple Earn REST	Http	POST	/sapi/v1/bfusd/subscribe	subscribeBfusd	TRADE	FinancialWrite	documented_active	provider_typed
Simple Earn REST	Http	GET	/sapi/v1/simple-earn/flexible/history/collateralRecord	getCollateralRecord	USER_DATA	Read	documented_active	provider_typed
Simple Earn REST	Http	GET	/sapi/v1/simple-earn/flexible/personalLeftQuota	getFlexiblePersonalLeftQuota	USER_DATA	Read	documented_active	provider_typed
Simple Earn REST	Http	GET	/sapi/v1/simple-earn/flexible/position	getFlexibleProductPosition	USER_DATA	Read	documented_active	provider_typed
Simple Earn REST	Http	GET	/sapi/v1/simple-earn/flexible/history/redemptionRecord	getFlexibleRedemptionRecord	USER_DATA	Read	documented_active	provider_typed
Simple Earn REST	Http	GET	/sapi/v1/simple-earn/flexible/history/rewardsRecord	getFlexibleRewardsHistory	USER_DATA	Read	documented_active	provider_typed
Simple Earn REST	Http	GET	/sapi/v1/simple-earn/flexible/subscriptionPreview	getFlexibleSubscriptionPreview	USER_DATA	Read	documented_active	provider_typed
Simple Earn REST	Http	GET	/sapi/v1/simple-earn/flexible/history/subscriptionRecord	getFlexibleSubscriptionRecord	USER_DATA	Read	documented_active	provider_typed
Simple Earn REST	Http	GET	/sapi/v1/simple-earn/locked/personalLeftQuota	getLockedPersonalLeftQuota	USER_DATA	Read	documented_active	provider_typed
Simple Earn REST	Http	GET	/sapi/v1/simple-earn/locked/position	getLockedProductPosition	USER_DATA	Read	documented_active	provider_typed
Simple Earn REST	Http	GET	/sapi/v1/simple-earn/locked/history/redemptionRecord	getLockedRedemptionRecord	USER_DATA	Read	documented_active	provider_typed
Simple Earn REST	Http	GET	/sapi/v1/simple-earn/locked/history/rewardsRecord	getLockedRewardsHistory	USER_DATA	Read	documented_active	provider_typed
Simple Earn REST	Http	GET	/sapi/v1/simple-earn/locked/subscriptionPreview	getLockedSubscriptionPreview	USER_DATA	Read	documented_active	provider_typed
Simple Earn REST	Http	GET	/sapi/v1/simple-earn/locked/history/subscriptionRecord	getLockedSubscriptionRecord	USER_DATA	Read	documented_active	provider_typed
Simple Earn REST	Http	GET	/sapi/v1/simple-earn/flexible/history/rateHistory	getRateHistory	USER_DATA	Read	documented_active	provider_typed
Simple Earn REST	Http	GET	/sapi/v1/simple-earn/flexible/list	getSimpleEarnFlexibleProductList	USER_DATA	Read	documented_active	provider_typed
Simple Earn REST	Http	GET	/sapi/v1/simple-earn/locked/list	getSimpleEarnLockedProductList	USER_DATA	Read	documented_active	provider_typed
Simple Earn REST	Http	POST	/sapi/v1/simple-earn/flexible/redeem	redeemFlexibleProduct	TRADE	FinancialWrite	documented_active	provider_typed
Simple Earn REST	Http	POST	/sapi/v1/simple-earn/locked/redeem	redeemLockedProduct	TRADE	FinancialWrite	documented_active	provider_typed
Simple Earn REST	Http	POST	/sapi/v1/simple-earn/flexible/setAutoSubscribe	setFlexibleAutoSubscribe	USER_DATA	Read	documented_active	provider_typed
Simple Earn REST	Http	POST	/sapi/v1/simple-earn/locked/setAutoSubscribe	setLockedAutoSubscribe	USER_DATA	Read	documented_active	provider_typed
Simple Earn REST	Http	POST	/sapi/v1/simple-earn/locked/setRedeemOption	setLockedProductRedeemOption	USER_DATA	Read	documented_active	provider_typed
Simple Earn REST	Http	GET	/sapi/v1/simple-earn/account	simpleAccount	USER_DATA	Read	documented_active	provider_typed
Simple Earn REST	Http	POST	/sapi/v1/simple-earn/flexible/subscribe	subscribeFlexibleProduct	TRADE	FinancialWrite	documented_active	provider_typed
Simple Earn REST	Http	POST	/sapi/v1/simple-earn/locked/subscribe	subscribeLockedProduct	TRADE	FinancialWrite	documented_active	provider_typed
Simple Earn REST	Http	GET	/sapi/v1/rwusd/account	getRwusdAccount	USER_DATA	Read	documented_active	provider_typed
Simple Earn REST	Http	GET	/sapi/v1/rwusd/quota	getRwusdQuotaDetails	USER_DATA	Read	documented_active	provider_typed
Simple Earn REST	Http	GET	/sapi/v1/rwusd/history/rateHistory	getRwusdRateHistory	USER_DATA	Read	documented_active	provider_typed
Simple Earn REST	Http	GET	/sapi/v1/rwusd/history/redemptionHistory	getRwusdRedemptionHistory	USER_DATA	Read	documented_active	provider_typed
Simple Earn REST	Http	GET	/sapi/v1/rwusd/history/rewardsHistory	getRwusdRewardsHistory	USER_DATA	Read	documented_active	provider_typed
Simple Earn REST	Http	GET	/sapi/v1/rwusd/history/subscriptionHistory	getRwusdSubscriptionHistory	USER_DATA	Read	documented_active	provider_typed
Simple Earn REST	Http	POST	/sapi/v1/rwusd/redeem	redeemRwusd	TRADE	FinancialWrite	documented_active	provider_typed
Simple Earn REST	Http	POST	/sapi/v1/rwusd/subscribe	subscribeRwusd	TRADE	FinancialWrite	documented_active	provider_typed
Simple Earn REST	Http	GET	/sapi/v1/earn/arena/activities	getYieldArenaActivities	USER_DATA	Read	documented_active	provider_typed
Spot REST	Http	GET	/api/v3/account/commission	accountCommission	USER_DATA	Read	documented_active	provider_typed
Spot REST	Http	GET	/api/v3/allOrderList	allOrderList	USER_DATA	Read	documented_active	provider_typed
Spot REST	Http	GET	/api/v3/allOrders	allOrders	USER_DATA	Read	documented_active	provider_typed
Spot REST	Http	GET	/api/v3/account	getAccount	USER_DATA	Read	documented_active	common_existing
Spot REST	Http	GET	/api/v3/openOrders	getOpenOrders	USER_DATA	Read	documented_active	common_existing
Spot REST	Http	GET	/api/v3/order	getOrder	USER_DATA	Read	documented_active	provider_typed
Spot REST	Http	GET	/api/v3/orderList	getOrderList	USER_DATA	Read	documented_active	provider_typed
Spot REST	Http	GET	/api/v3/myAllocations	myAllocations	USER_DATA	Read	documented_active	provider_typed
Spot REST	Http	GET	/api/v3/myFilters	myFilters	USER_DATA	Read	documented_active	provider_typed
Spot REST	Http	GET	/api/v3/myPreventedMatches	myPreventedMatches	USER_DATA	Read	documented_active	provider_typed
Spot REST	Http	GET	/api/v3/myTrades	myTrades	USER_DATA	Read	documented_active	provider_typed
Spot REST	Http	GET	/api/v3/openOrderList	openOrderList	USER_DATA	Read	documented_active	provider_typed
Spot REST	Http	GET	/api/v3/order/amendments	orderAmendments	USER_DATA	Read	documented_active	provider_typed
Spot REST	Http	GET	/api/v3/rateLimit/order	rateLimitOrder	USER_DATA	Read	documented_active	provider_typed
Spot REST	Http	DELETE	/api/v3/openOrders	deleteOpenOrders	TRADE	FinancialWrite	documented_active	provider_typed
Spot REST	Http	POST	/api/v3/order	newOrder	TRADE	FinancialWrite	documented_active	common_existing
Spot REST	Http	DELETE	/api/v3/order	deleteOrder	TRADE	FinancialWrite	documented_active	common_existing
Spot REST	Http	DELETE	/api/v3/orderList	deleteOrderList	TRADE	FinancialWrite	documented_active	provider_typed
Spot REST	Http	PUT	/api/v3/order/amend/keepPriority	orderAmendKeepPriority	TRADE	FinancialWrite	documented_active	provider_typed
Spot REST	Http	POST	/api/v3/order/cancelReplace	orderCancelReplace	TRADE	FinancialWrite	documented_active	provider_typed
Spot REST	Http	POST	/api/v3/orderList/oco	orderListOco	TRADE	FinancialWrite	documented_active	provider_typed
Spot REST	Http	POST	/api/v3/orderList/opo	orderListOpo	TRADE	FinancialWrite	documented_active	provider_typed
Spot REST	Http	POST	/api/v3/orderList/opoco	orderListOpoco	TRADE	FinancialWrite	documented_active	provider_typed
Spot REST	Http	POST	/api/v3/orderList/oto	orderListOto	TRADE	FinancialWrite	documented_active	provider_typed
Spot REST	Http	POST	/api/v3/orderList/otoco	orderListOtoco	TRADE	FinancialWrite	documented_active	provider_typed
Spot REST	Http	POST	/api/v3/order/oco	orderOco	TRADE	FinancialWrite	deprecated	deprecated_excluded
Spot REST	Http	POST	/api/v3/order/test	orderTest	TRADE	FinancialWrite	documented_active	provider_typed
Spot REST	Http	POST	/api/v3/sor/order	sorOrder	TRADE	FinancialWrite	documented_active	provider_typed
Spot REST	Http	POST	/api/v3/sor/order/test	sorOrderTest	TRADE	FinancialWrite	documented_active	provider_typed
Spot REST	Http	GET	/api/v3/exchangeInfo	exchangeInfo	Public	Read	documented_active	common_and_provider
Spot REST	Http	GET	/api/v3/executionRules	executionRules	Public	Read	documented_active	provider_typed
Spot REST	Http	GET	/api/v3/ping	ping	Public	Read	documented_active	provider_typed
Spot REST	Http	GET	/api/v3/time	time	Public	Read	documented_active	provider_typed
Spot REST	Http	GET	/api/v3/aggTrades	aggTrades	Public	Read	documented_active	provider_typed
Spot REST	Http	GET	/api/v3/avgPrice	avgPrice	Public	Read	documented_active	provider_typed
Spot REST	Http	GET	/api/v3/depth	depth	Public	Read	documented_active	common_existing
Spot REST	Http	GET	/api/v3/trades	getTrades	Public	Read	documented_active	common_existing
Spot REST	Http	GET	/api/v3/historicalTrades	historicalTrades	Public	Read	documented_active	provider_typed
Spot REST	Http	GET	/api/v3/historicalBlockTrades	historicalBlockTrades	MARKET_DATA	Read	documented_active	provider_typed
Spot REST	Http	GET	/api/v3/klines	klines	Public	Read	documented_active	common_existing
Spot REST	Http	GET	/api/v3/ticker	ticker	Public	Read	documented_active	provider_typed
Spot REST	Http	GET	/api/v3/ticker/24hr	ticker24hr	Public	Read	documented_active	common_existing
Spot REST	Http	GET	/api/v3/ticker/bookTicker	tickerBookTicker	Public	Read	documented_active	provider_typed
Spot REST	Http	GET	/api/v3/ticker/price	tickerPrice	Public	Read	documented_active	provider_typed
Spot REST	Http	GET	/api/v3/ticker/tradingDay	tickerTradingDay	Public	Read	documented_active	provider_typed
Spot REST	Http	GET	/api/v3/uiKlines	uiKlines	Public	Read	documented_active	provider_typed
Spot REST	Http	GET	/api/v3/referencePrice	referencePrice	Public	Read	documented_active	provider_typed
Spot REST	Http	GET	/api/v3/referencePrice/calculation	referencePriceCalculation	Public	Read	documented_active	provider_typed
Spot WebSocket	WebSocketRequest	POST	/account.commission	accountCommission	USER_DATA	Read	documented_active	provider_typed
Spot WebSocket	WebSocketRequest	POST	/account.rateLimits.orders	accountRateLimitsOrders	USER_DATA	Read	documented_active	provider_typed
Spot WebSocket	WebSocketRequest	POST	/account.status	accountStatus	USER_DATA	Read	documented_active	provider_typed
Spot WebSocket	WebSocketRequest	POST	/allOrderLists	allOrderLists	USER_DATA	Read	documented_active	provider_typed
Spot WebSocket	WebSocketRequest	POST	/allOrders	allOrders	USER_DATA	Read	documented_active	provider_typed
Spot WebSocket	WebSocketRequest	POST	/myAllocations	myAllocations	USER_DATA	Read	documented_active	provider_typed
Spot WebSocket	WebSocketRequest	POST	/myFilters	myFilters	USER_DATA	Read	documented_active	provider_typed
Spot WebSocket	WebSocketRequest	POST	/myPreventedMatches	myPreventedMatches	USER_DATA	Read	documented_active	provider_typed
Spot WebSocket	WebSocketRequest	POST	/myTrades	myTrades	USER_DATA	Read	documented_active	provider_typed
Spot WebSocket	WebSocketRequest	POST	/openOrderLists.status	openOrderListsStatus	USER_DATA	Read	documented_active	provider_typed
Spot WebSocket	WebSocketRequest	POST	/openOrders.status	openOrdersStatus	USER_DATA	Read	documented_active	provider_typed
Spot WebSocket	WebSocketRequest	POST	/order.amendments	orderAmendments	USER_DATA	Read	documented_active	provider_typed
Spot WebSocket	WebSocketRequest	POST	/orderList.status	orderListStatus	USER_DATA	Read	documented_active	provider_typed
Spot WebSocket	WebSocketRequest	POST	/order.status	orderStatus	USER_DATA	Read	documented_active	provider_typed
Spot WebSocket	WebSocketRequest	POST	/session.logon	sessionLogon	USER_DATA	Read	documented_active	provider_typed
Spot WebSocket	WebSocketRequest	POST	/session.logout	sessionLogout	Public	Read	documented_active	provider_typed
Spot WebSocket	WebSocketRequest	POST	/session.status	sessionStatus	Public	Read	documented_active	provider_typed
Spot WebSocket	WebSocketRequest	POST	/exchangeInfo	exchangeInfo	Public	Read	documented_active	provider_typed
